Timestamp,DeviceID,deviceMake,deviceModel,Network provi. , NetworkType,RSRP,RSRQ,SINR,PCI,Downlink(Mbps),Uplink(Mbps),Velocity(km/h),Latitude,Longitude
2025-08-31 22:11:35.773,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-13 dB,-5 dB,371,29 Mbps,18 Mbps,19.30 km/h,18.109140,83.395235
2025-08-31 22:11:34.757,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-17 dB,-3 dB,370,29 Mbps,18 Mbps,15.98 km/h,18.109102,83.395191
2025-08-31 22:11:33.747,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-96 dBm,-12 dB,-3 dB,103,29 Mbps,18 Mbps,13.14 km/h,18.109065,83.395170
2025-08-31 22:11:32.741,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-96 dBm,-12 dB,-3 dB,103,29 Mbps,18 Mbps,14.44 km/h,18.109036,83.395146
2025-08-31 22:11:31.734,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-16 dB,-1 dB,371,29 Mbps,18 Mbps,12.20 km/h,18.109002,83.395132
2025-08-31 22:11:30.723,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-107 dBm,-16 dB,-1 dB,371,29 Mbps,18 Mbps,13.18 km/h,18.108969,83.395127
2025-08-31 22:11:29.714,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-107 dBm,-16 dB,-1 dB,371,29 Mbps,18 Mbps,12.28 km/h,18.108935,83.395120
2025-08-31 22:11:28.706,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,0 dB,371,29 Mbps,18 Mbps,12.60 km/h,18.108904,83.395116
2025-08-31 22:11:27.696,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,0 dB,371,29 Mbps,18 Mbps,11.77 km/h,18.108871,83.395114
2025-08-31 22:11:26.684,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,0 dB,371,29 Mbps,18 Mbps,12.46 km/h,18.108837,83.395112
2025-08-31 22:11:25.675,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,0 dB,371,29 Mbps,18 Mbps,12.20 km/h,18.108802,83.395113
2025-08-31 22:11:24.665,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-101 dBm,-13 dB,-3 dB,371,29 Mbps,18 Mbps,12.56 km/h,18.108769,83.395112
2025-08-31 22:11:23.657,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-101 dBm,-13 dB,-3 dB,371,29 Mbps,18 Mbps,11.81 km/h,18.108735,83.395108
2025-08-31 22:11:22.647,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-101 dBm,-13 dB,-3 dB,371,29 Mbps,18 Mbps,11.99 km/h,18.108702,83.395108
2025-08-31 22:11:21.635,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-101 dBm,-13 dB,-3 dB,371,48 Mbps,18 Mbps,14.22 km/h,18.108667,83.395107
2025-08-31 22:11:20.625,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-101 dBm,-13 dB,-3 dB,371,48 Mbps,18 Mbps,12.71 km/h,18.108631,83.395104
2025-08-31 22:11:19.613,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,-4 dB,370,48 Mbps,18 Mbps,10.62 km/h,18.108602,83.395098
2025-08-31 22:11:18.592,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,-4 dB,370,48 Mbps,18 Mbps,10.40 km/h,18.108579,83.395088
2025-08-31 22:11:17.584,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,-4 dB,370,48 Mbps,18 Mbps,13.28 km/h,18.108555,83.395081
2025-08-31 22:11:16.574,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,-4 dB,370,48 Mbps,18 Mbps,12.31 km/h,18.108521,83.395079
2025-08-31 22:11:15.564,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,-4 dB,370,48 Mbps,18 Mbps,12.78 km/h,18.108491,83.395079
2025-08-31 22:11:14.557,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-106 dBm,-16 dB,-4 dB,370,48 Mbps,18 Mbps,12.64 km/h,18.108459,83.395080
2025-08-31 22:11:13.546,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-15 dB,-2 dB,370,48 Mbps,18 Mbps,12.64 km/h,18.108427,83.395082
2025-08-31 22:11:12.537,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-15 dB,-2 dB,370,48 Mbps,18 Mbps,11.99 km/h,18.108397,83.395082
2025-08-31 22:11:11.528,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-15 dB,-2 dB,370,48 Mbps,18 Mbps,12.46 km/h,18.108367,83.395086
2025-08-31 22:11:10.518,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-15 dB,-2 dB,370,48 Mbps,18 Mbps,13.90 km/h,18.108335,83.395088
2025-08-31 22:11:09.510,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-15 dB,-1 dB,370,48 Mbps,18 Mbps,13.93 km/h,18.108300,83.395090
2025-08-31 22:11:08.498,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-15 dB,-1 dB,370,48 Mbps,18 Mbps,9.58 km/h,18.108268,83.395089
2025-08-31 22:11:07.487,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-15 dB,-1 dB,370,48 Mbps,18 Mbps,14.15 km/h,18.108247,83.395084
2025-08-31 22:11:06.475,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-15 dB,-1 dB,370,48 Mbps,18 Mbps,17.06 km/h,18.108206,83.395081
2025-08-31 22:11:05.466,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-105 dBm,-15 dB,-1 dB,370,41 Mbps,18 Mbps,12.74 km/h,18.108166,83.395077
2025-08-31 22:11:04.453,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-14 dB,-1 dB,370,41 Mbps,18 Mbps,9.36 km/h,18.108136,83.395071
2025-08-31 22:11:03.442,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-14 dB,-1 dB,370,41 Mbps,18 Mbps,15.30 km/h,18.108108,83.395069
2025-08-31 22:11:02.431,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-14 dB,-1 dB,370,41 Mbps,18 Mbps,11.95 km/h,18.108072,83.395064
2025-08-31 22:11:01.420,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-14 dB,-1 dB,370,41 Mbps,18 Mbps,11.74 km/h,18.108046,83.395060
2025-08-31 22:11:00.407,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-14 dB,-1 dB,370,30 Mbps,18 Mbps,15.19 km/h,18.108017,83.395062
2025-08-31 22:10:59.396,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-13 dB,3 dB,370,30 Mbps,18 Mbps,11.34 km/h,18.107983,83.395064
2025-08-31 22:10:58.384,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-13 dB,3 dB,370,30 Mbps,18 Mbps,14.08 km/h,18.107954,83.395070
2025-08-31 22:10:57.373,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-13 dB,3 dB,370,30 Mbps,18 Mbps,14.08 km/h,18.107922,83.395071
2025-08-31 22:10:56.362,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-13 dB,3 dB,370,30 Mbps,18 Mbps,15.12 km/h,18.107884,83.395064
2025-08-31 22:10:55.350,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-100 dBm,-13 dB,3 dB,370,14 Mbps,14 Mbps,15.95 km/h,18.107846,83.395047
2025-08-31 22:10:54.342,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-89 dBm,-13 dB,5 dB,370,14 Mbps,14 Mbps,12.89 km/h,18.107808,83.395033
2025-08-31 22:10:53.336,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-89 dBm,-13 dB,5 dB,370,14 Mbps,14 Mbps,13.03 km/h,18.107772,83.395027
2025-08-31 22:10:52.328,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-89 dBm,-13 dB,5 dB,370,14 Mbps,14 Mbps,12.92 km/h,18.107734,83.395018
2025-08-31 22:10:51.321,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-89 dBm,-13 dB,5 dB,370,14 Mbps,14 Mbps,11.63 km/h,18.107702,83.395007
2025-08-31 22:10:50.314,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-89 dBm,-13 dB,5 dB,370,14 Mbps,14 Mbps,11.27 km/h,18.107674,83.394994
2025-08-31 22:10:49.304,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-90 dBm,-13 dB,6 dB,370,14 Mbps,14 Mbps,11.92 km/h,18.107647,83.394979
2025-08-31 22:10:48.294,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-90 dBm,-13 dB,6 dB,370,14 Mbps,14 Mbps,14.40 km/h,18.107614,83.394973
2025-08-31 22:10:47.287,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-90 dBm,-13 dB,6 dB,370,14 Mbps,14 Mbps,12.56 km/h,18.107578,83.394969
2025-08-31 22:10:46.280,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-90 dBm,-13 dB,6 dB,370,14 Mbps,14 Mbps,9.54 km/h,18.107547,83.394973
2025-08-31 22:10:45.270,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-90 dBm,-13 dB,6 dB,370,31 Mbps,18 Mbps,7.49 km/h,18.107526,83.394983
2025-08-31 22:10:44.258,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-92 dBm,-13 dB,8 dB,370,31 Mbps,18 Mbps,11.48 km/h,18.107507,83.394991
2025-08-31 22:10:43.250,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-92 dBm,-13 dB,8 dB,370,31 Mbps,18 Mbps,12.06 km/h,18.107480,83.394987
2025-08-31 22:10:42.238,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-92 dBm,-13 dB,8 dB,370,31 Mbps,18 Mbps,13.61 km/h,18.107451,83.394982
2025-08-31 22:10:41.231,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-92 dBm,-13 dB,8 dB,370,31 Mbps,18 Mbps,13.97 km/h,18.107418,83.394976
2025-08-31 22:10:40.222,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-92 dBm,-13 dB,8 dB,370,31 Mbps,18 Mbps,14.36 km/h,18.107383,83.394973
2025-08-31 22:10:39.215,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-12 dB,7 dB,370,31 Mbps,18 Mbps,12.20 km/h,18.107349,83.394969
2025-08-31 22:10:38.206,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-12 dB,7 dB,370,31 Mbps,18 Mbps,11.95 km/h,18.107318,83.394966
2025-08-31 22:10:37.199,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-12 dB,7 dB,370,31 Mbps,18 Mbps,13.10 km/h,18.107286,83.394963
2025-08-31 22:10:36.191,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-12 dB,7 dB,370,31 Mbps,18 Mbps,13.32 km/h,18.107248,83.394959
2025-08-31 22:10:35.180,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-12 dB,7 dB,370,31 Mbps,18 Mbps,13.64 km/h,18.107211,83.394956
2025-08-31 22:10:34.173,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-96 dBm,-12 dB,2 dB,370,53 Mbps,18 Mbps,11.92 km/h,18.107176,83.394950
2025-08-31 22:10:33.164,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-96 dBm,-12 dB,2 dB,370,53 Mbps,18 Mbps,13.32 km/h,18.107145,83.394942
2025-08-31 22:10:32.153,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-96 dBm,-12 dB,2 dB,370,53 Mbps,18 Mbps,12.13 km/h,18.107110,83.394933
2025-08-31 22:10:31.140,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-96 dBm,-12 dB,2 dB,370,53 Mbps,18 Mbps,12.46 km/h,18.107073,83.394926
2025-08-31 22:10:30.132,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-96 dBm,-12 dB,2 dB,370,53 Mbps,18 Mbps,14.36 km/h,18.107031,83.394921
2025-08-31 22:10:29.124,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-13 dB,-1 dB,370,66 Mbps,18 Mbps,15.52 km/h,18.106984,83.394914
2025-08-31 22:10:28.113,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-13 dB,-1 dB,370,66 Mbps,18 Mbps,12.20 km/h,18.106936,83.394900
2025-08-31 22:10:27.103,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-13 dB,-1 dB,370,66 Mbps,18 Mbps,12.24 km/h,18.106898,83.394880
2025-08-31 22:10:26.094,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-13 dB,-1 dB,370,66 Mbps,18 Mbps,7.99 km/h,18.106866,83.394853
2025-08-31 22:10:25.086,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-13 dB,-1 dB,370,66 Mbps,18 Mbps,14.29 km/h,18.106856,83.394837
2025-08-31 22:10:24.075,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-13 dB,-1 dB,370,28 Mbps,18 Mbps,12.78 km/h,18.106812,83.394826
2025-08-31 22:10:23.068,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-13 dB,-1 dB,370,28 Mbps,18 Mbps,12.82 km/h,18.106773,83.394815
2025-08-31 22:10:22.062,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-97 dBm,-16 dB,-1 dB,95,28 Mbps,18 Mbps,8.03 km/h,18.106742,83.394801
2025-08-31 22:10:21.053,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-97 dBm,-16 dB,-1 dB,95,28 Mbps,18 Mbps,8.32 km/h,18.106724,83.394792
2025-08-31 22:10:20.046,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-97 dBm,-16 dB,-1 dB,95,28 Mbps,18 Mbps,9.65 km/h,18.106704,83.394787
2025-08-31 22:10:19.037,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-14 dB,-1 dB,95,28 Mbps,18 Mbps,9.76 km/h,18.106681,83.394783
2025-08-31 22:10:18.016,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-14 dB,-1 dB,95,28 Mbps,18 Mbps,11.74 km/h,18.106632,83.394772
2025-08-31 22:10:17.001,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-14 dB,-1 dB,95,28 Mbps,18 Mbps,9.61 km/h,18.106605,83.394764
2025-08-31 22:10:15.994,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-14 dB,-1 dB,95,28 Mbps,18 Mbps,12.42 km/h,18.106580,83.394752
2025-08-31 22:10:14.983,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-14 dB,-1 dB,95,28 Mbps,18 Mbps,11.48 km/h,18.106548,83.394742
2025-08-31 22:10:13.974,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-97 dBm,-15 dB,-2 dB,95,28 Mbps,18 Mbps,10.33 km/h,18.106519,83.394732
2025-08-31 22:10:12.967,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-97 dBm,-15 dB,-2 dB,95,28 Mbps,18 Mbps,10.48 km/h,18.106492,83.394722
2025-08-31 22:10:11.946,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-97 dBm,-15 dB,-2 dB,95,28 Mbps,18 Mbps,10.94 km/h,18.106465,83.394713
2025-08-31 22:10:10.936,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-97 dBm,-15 dB,-2 dB,95,28 Mbps,18 Mbps,11.66 km/h,18.106436,83.394703
2025-08-31 22:10:09.929,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-97 dBm,-15 dB,-2 dB,95,28 Mbps,18 Mbps,13.03 km/h,18.106404,83.394692
2025-08-31 22:10:08.918,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-15 dB,-1 dB,95,28 Mbps,18 Mbps,13.03 km/h,18.106372,83.394679
2025-08-31 22:10:07.910,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-15 dB,-1 dB,95,28 Mbps,18 Mbps,11.02 km/h,18.106343,83.394664
2025-08-31 22:10:06.899,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-15 dB,-1 dB,95,28 Mbps,18 Mbps,13.14 km/h,18.106316,83.394654
2025-08-31 22:10:05.890,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-15 dB,-1 dB,95,28 Mbps,18 Mbps,14.26 km/h,18.106283,83.394648
2025-08-31 22:10:04.878,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-15 dB,-1 dB,95,28 Mbps,18 Mbps,11.41 km/h,18.106250,83.394638
2025-08-31 22:10:03.870,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-17 dB,-1 dB,95,28 Mbps,18 Mbps,13.36 km/h,18.106221,83.394627
2025-08-31 22:10:02.853,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-17 dB,-1 dB,95,28 Mbps,18 Mbps,13.93 km/h,18.106190,83.394613
2025-08-31 22:10:01.842,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-17 dB,-1 dB,95,28 Mbps,18 Mbps,12.35 km/h,18.106161,83.394598
2025-08-31 22:10:00.836,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-17 dB,-1 dB,95,28 Mbps,18 Mbps,12.74 km/h,18.106132,83.394588
2025-08-31 22:09:59.830,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-16 dB,2 dB,95,28 Mbps,18 Mbps,11.56 km/h,18.106105,83.394575
2025-08-31 22:09:58.813,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-16 dB,2 dB,95,28 Mbps,18 Mbps,12.35 km/h,18.106079,83.394560
2025-08-31 22:09:57.801,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-16 dB,2 dB,95,28 Mbps,18 Mbps,12.78 km/h,18.106051,83.394547
2025-08-31 22:09:56.794,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-94 dBm,-16 dB,2 dB,95,21 Mbps,18 Mbps,13.00 km/h,18.106021,83.394533
2025-08-31 22:09:55.786,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-14 dB,4 dB,95,21 Mbps,18 Mbps,14.00 km/h,18.105991,83.394520
2025-08-31 22:09:54.778,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-14 dB,4 dB,95,21 Mbps,18 Mbps,12.35 km/h,18.105960,83.394508
2025-08-31 22:09:53.771,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-14 dB,4 dB,95,21 Mbps,18 Mbps,13.61 km/h,18.105928,83.394496
2025-08-31 22:09:52.762,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-14 dB,4 dB,95,21 Mbps,18 Mbps,12.74 km/h,18.105896,83.394482
2025-08-31 22:09:51.755,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-14 dB,4 dB,95,13 Mbps,13 Mbps,12.96 km/h,18.105866,83.394470
2025-08-31 22:09:50.748,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-14 dB,4 dB,95,13 Mbps,13 Mbps,14.36 km/h,18.105834,83.394458
2025-08-31 22:09:49.737,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-93 dBm,-14 dB,4 dB,95,13 Mbps,13 Mbps,11.95 km/h,18.105801,83.394446
2025-08-31 22:09:48.728,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-89 dBm,-11 dB,4 dB,95,13 Mbps,13 Mbps,13.97 km/h,18.105771,83.394434
2025-08-31 22:09:47.717,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-89 dBm,-11 dB,4 dB,95,13 Mbps,13 Mbps,10.91 km/h,18.105740,83.394421
2025-08-31 22:09:46.710,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-89 dBm,-11 dB,4 dB,95,13 Mbps,13 Mbps,11.02 km/h,18.105714,83.394407
2025-08-31 22:09:45.696,65bb12ad684ceba4,samsung,SM-S901E , airtel,LTE (4G),-97 dBm,-15 dB,2 dB,370,22 Mbps,18 Mbps,11.99 km/h,18.105689,83.394392
